user_id,active,created_Date,last_Login,role,sign_Up_Source,state
5fff26bab3348b03eb45bb22,1,1/13/2021 16:58,1/13/2021 16:58,consumer,Email,WI
5fff4c7461ffa811fdb0854c,1,1/13/2021 19:39,1/13/2021 19:39,consumer,Email,WI
5fff26bfb3348b03eb45bb32,1,1/13/2021 16:58,1/13/2021 16:58,consumer,Email,WI
5fff26f2b3348b03eb45bbb9,1,1/13/2021 16:59,1/13/2021 16:59,consumer,Email,WI
6000d4bae2571211db395b9f,1,1/14/2021 23:33,1/14/2021 23:33,consumer,Email,WI
600056a3f7e5b011fce897b0,1,1/14/2021 14:35,1/14/2021 14:37,consumer,Email,WI
6000d46cfb296c121a81b20c,1,1/14/2021 23:31,1/14/2021 23:33,consumer,Email,WI
6000b7aefb296c121a8198b1,1,1/14/2021 21:29,1/14/2021 21:33,consumer,Email,WI
60005709bd4dff11dda90ac1,1,1/14/2021 14:36,1/14/2021 14:36,consumer,Email,WI
5e27526d0bdb6a138c32b556,1,1/21/2020 19:35,,consumer,Google,WI
6000d4abe2571211db395b5c,1,1/14/2021 23:32,1/14/2021 23:32,consumer,Email,WI
600056d6bd4dff11dda90a3f,1,1/14/2021 14:36,1/14/2021 14:36,consumer,Email,WI
60005704bd4dff11dda90a9d,1,1/14/2021 14:36,1/14/2021 14:36,consumer,Email,WI
6002475cfb296c121a81b98d,1,1/16/2021 1:54,,consumer,Email,WI
60024f24e257124ec6b99a13,1,1/16/2021 2:27,,consumer,Email,WI
60037329e257124ec6b99eeb,1,1/16/2021 23:13,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,1,1/14/2021 21:27,,consumer,Email,AL
6002541ae257124ec6b99a3a,1,1/16/2021 2:48,,consumer,Email,WI
600258dafb296c4ef805d9b7,1,1/16/2021 3:09,,consumer,Email,WI
60025c65fb296c4ef805d9e6,1,1/16/2021 3:24,,consumer,Email,WI
60037005e257124ec6b99ec2,1,1/16/2021 23:00,,consumer,Email,WI
60023de5fb296c121a81b955,1,1/16/2021 1:14,,consumer,Email,CO
60049cdce257124ec6b9a353,1,1/17/2021 20:23,,consumer,Email,WI
60025fe0e257124ec6b99a87,1,1/16/2021 3:39,,consumer,Email,WI
600498c4e257124ec6b9a331,1,1/17/2021 20:06,,consumer,Email,WI
6004a5d3fb296c4ef805e256,1,1/17/2021 21:02,,consumer,Email,WI
60037a94fb296c4ef805ddbe,1,1/16/2021 23:45,,consumer,Email,WI
600495c3fb296c4ef805e1fc,1,1/17/2021 19:53,,consumer,Email,WI
6004a965e257124ec6b9a39f,1,1/17/2021 21:17,,consumer,Email,WI
6007464b6e64691717e8c1f0,1,1/19/2021 20:51,1/19/2021 20:55,consumer,Email,WI
600741d06e6469120a787853,1,1/19/2021 20:32,1/19/2021 20:39,consumer,Email,WI
600748196e64691717e8d4f0,1,1/19/2021 20:59,1/19/2021 21:02,consumer,Email,WI
600746fd6e64691717e8cfb5,1,1/19/2021 20:54,1/19/2021 20:54,consumer,Email,WI
60074b49325c8a1794623876,1,1/19/2021 21:12,1/19/2021 21:16,consumer,Email,WI
60074b996e64691717e8f11a,1,1/19/2021 21:14,1/19/2021 21:14,consumer,Email,WI
60074246325c8a12289e22a0,1,1/19/2021 20:34,1/19/2021 20:34,consumer,Email,WI
60074883325c8a1794622a12,1,1/19/2021 21:00,1/19/2021 21:00,consumer,Email,WI
6006f786fb296c7f688530f8,1,1/19/2021 15:15,,consumer,Email,AL
60088d55633aab121bb8e41a,1,1/20/2021 20:06,1/20/2021 20:07,consumer,Email,WI
6008893b633aab121bb8e0a9,1,1/20/2021 19:49,1/20/2021 19:50,consumer,Email,WI
60083a1e325c8a17946255de,1,1/20/2021 14:11,1/20/2021 14:15,consumer,Email,WI
6008896c633aab121bb8e11d,1,1/20/2021 19:50,,consumer,Email,WI
60086a09b6310511daa4e1e9,1,1/20/2021 17:36,1/20/2021 17:36,consumer,Email,WI
60088e5d633aab121bb8e5cf,1,1/20/2021 20:11,1/20/2021 20:11,consumer,Email,WI
60085b3dbe5fc90ee6a67b11,1,1/20/2021 16:33,1/20/2021 16:36,consumer,Email,WI
60088e44b6310511daa4ef80,1,1/20/2021 20:10,1/20/2021 20:11,consumer,Email,WI
60088d84633aab121bb8e4a6,1,1/20/2021 20:07,1/20/2021 20:07,consumer,Email,WI
6008873eb6310511daa4e8eb,1,1/20/2021 19:40,1/20/2021 19:42,consumer,Email,WI
60086978633aab121bb8c895,1,1/20/2021 17:33,1/20/2021 17:37,consumer,Email,WI
60088a25b6310511daa4ec42,1,1/20/2021 19:53,1/20/2021 19:54,consumer,Email,WI
6008622ebe5fc9247bab4eb9,0,1/20/2021 17:02,1/20/2021 17:02,consumer,Email,WI
6008897ab6310511daa4ebdc,1,1/20/2021 19:50,1/20/2021 19:50,consumer,Email,WI
60088a46b6310511daa4ec97,1,1/20/2021 19:53,1/20/2021 19:53,consumer,Email,WI
600987d77d983a11f63cfa92,1,1/21/2021 13:55,1/21/2021 13:59,consumer,Email,WI
6008f02fb6310511daa4f314,1,1/21/2021 3:08,,consumer,Email,IL
600988557d983a11f63d08ef,1,1/21/2021 13:57,1/21/2021 13:57,consumer,Email,WI
6009885c50b33111fd61eee9,1,1/21/2021 13:57,1/21/2021 13:57,consumer,Email,WI
6009e60450b3311194385009,1,1/21/2021 20:37,,consumer,Email,WI
6008d447b6310511daa4f281,1,1/21/2021 1:09,,consumer,Email,WI
60099c1450b33111fd61f702,1,1/21/2021 15:21,,consumer,Email,WI
6008e9cdb6310511daa4f2e4,1,1/21/2021 2:41,,consumer,Email,IL
600a03e17d983a124e9adb0f,1,1/21/2021 22:44,,consumer,Email,WI
600992d17d983a11f63d11ad,1,1/21/2021 14:42,,consumer,Email,WI
600b477e7d983a124e9ae061,1,1/22/2021 21:45,,consumer,Email,WI
600f008f4329897eac237bd8,1,1/25/2021 17:31,1/25/2021 17:35,consumer,Email,WI
600ed4815edb7811cde6b50b,1,1/25/2021 14:24,1/25/2021 14:24,consumer,Email,WI
600f41b2bd196811e68ea219,1,1/25/2021 22:09,1/25/2021 22:16,consumer,Email,WI
600f20c15edb787dce060911,1,1/25/2021 19:49,,consumer,Email,WI
600f47f06fd0dc1768a34a12,1,1/25/2021 22:36,1/25/2021 22:40,consumer,Email,WI
600ed42e43298911ce45d1fa,1,1/25/2021 14:22,1/25/2021 14:29,consumer,Email,WI
600eea525edb7811cde6c81c,1,1/25/2021 15:57,,consumer,Email,WI
600ed48a5edb7811cde6b549,1,1/25/2021 14:24,1/25/2021 14:24,consumer,Email,WI
600fb1ac73c60b12049027bb,1,1/26/2021 6:07,1/26/2021 6:11,consumer,Email,WI
600fb1ec73c60b1204902af4,1,1/26/2021 6:08,1/26/2021 6:08,consumer,Email,WI
600fb1e4a4b74c120bd18777,1,1/26/2021 6:08,1/26/2021 6:08,consumer,Email,WI
6011f33173c60b1804ce1102,1,1/27/2021 23:11,1/27/2021 23:11,consumer,Email,WI
6011f43ba4b74c18d3a8ca01,1,1/27/2021 23:16,1/27/2021 23:16,consumer,Email,WI
6011f31ea4b74c18d3a8c476,1,1/27/2021 23:11,1/27/2021 23:16,consumer,Email,WI
6011f42773c60b1804ce1607,1,1/27/2021 23:15,1/27/2021 23:15,consumer,Email,WI
60118bcfa4b74c18d3a8c0d7,1,1/27/2021 15:50,1/27/2021 15:52,consumer,Email,WI
6010be65a4b74c120bd19edc,1,1/27/2021 1:14,1/27/2021 1:14,consumer,Email,WI
6010bddaa4b74c120bd19dfb,1,1/27/2021 1:11,1/27/2021 1:14,consumer,Email,WI
60118c0fa4b74c18d3a8c151,1,1/27/2021 15:51,1/27/2021 15:51,consumer,Email,WI
6010be6673c60b12049040ef,1,1/27/2021 1:14,1/27/2021 1:14,consumer,Email,WI
6010be6173c60b12049040d7,1,1/27/2021 1:14,1/27/2021 1:14,consumer,Email,WI
60132acb73c60b3ca7f3ba32,1,1/28/2021 21:21,1/28/2021 21:25,consumer,Email,WI
600f00d05edb787dce05fb84,1,1/25/2021 17:33,,consumer,Email,WI
60132b85a4b74c3cbc516295,1,1/28/2021 21:24,1/28/2021 21:24,consumer,Email,WI
60132b8b73c60b3ca7f3baee,1,1/28/2021 21:24,1/28/2021 21:24,consumer,Email,WI
600f19914329897eac238fef,1,1/25/2021 19:18,,consumer,Email,WI
6014558767804a1228b20d00,1,1/29/2021 18:35,1/29/2021 18:35,consumer,Email,WI
601465c567804a1228b20f89,1,1/29/2021 19:45,1/29/2021 19:45,consumer,Email,WI
60145a3c84231211ce796c5d,1,1/29/2021 18:55,1/29/2021 18:58,consumer,Email,WI
6014499c67804a1228b1f5b0,1,1/29/2021 17:45,1/29/2021 18:00,consumer,Email,WI
600f35015edb782098e2ac1b,1,1/25/2021 21:15,,consumer,Email,WI
60147001c8b50e11d8453c36,1,1/29/2021 20:28,1/29/2021 20:28,consumer,Email,WI
60145a5584231211ce796cac,1,1/29/2021 18:56,1/29/2021 18:56,consumer,Email,WI
6014319173c60b3ca7f3bf01,1,1/29/2021 16:02,1/29/2021 16:05,consumer,Email,WI
6014558467804a1228b20cf0,1,1/29/2021 18:35,1/29/2021 18:35,consumer,Email,WI
6014485b84231211ce793d79,1,1/29/2021 17:39,1/29/2021 17:43,consumer,Email,WI
601431c173c60b3ca7f3bf63,1,1/29/2021 16:03,1/29/2021 16:03,consumer,Email,WI
601465a884231211ce796db3,1,1/29/2021 19:44,1/29/2021 19:44,consumer,Email,WI
60145ff384231211ce796d51,1,1/29/2021 19:20,,consumer,Email,
60146f2ac8b50e11d8452661,1,1/29/2021 20:25,1/29/2021 20:29,consumer,Email,WI
6014658e67804a1228b20ef4,1,1/29/2021 19:44,1/29/2021 19:46,consumer,Email,WI
601442ce67804a1228b1dc41,1,1/29/2021 17:15,1/29/2021 17:18,consumer,Email,WI
601465a584231211ce796da5,1,1/29/2021 19:44,1/29/2021 19:44,consumer,Email,WI
60147d2ac8b50e11d8453f53,1,1/29/2021 21:24,,consumer,Email,OH
601890a99a1b091205b61ced,1,2/1/2021 23:37,2/1/2021 23:37,consumer,Email,WI
60183090c8b50e11d84549c0,1,2/1/2021 16:47,2/1/2021 16:48,consumer,Email,WI
60182f4ac8b50e11d8454946,1,2/1/2021 16:41,2/1/2021 16:41,consumer,Email,WI
60182d6dc8b50e11d84547b2,1,2/1/2021 16:33,2/1/2021 16:36,consumer,Email,WI
60183c579a1b091205b61a5f,1,2/1/2021 17:37,2/1/2021 17:39,consumer,Email,WI
60189c94c8b50e11d8454f6b,1,2/2/2021 0:28,2/2/2021 0:28,consumer,Email,WI
60189c74c8b50e11d8454eff,1,2/2/2021 0:27,2/2/2021 0:29,consumer,Email,WI
60189c88c8b50e11d8454f2f,1,2/2/2021 0:27,2/2/2021 0:27,consumer,Email,WI
60189c859a1b091205b61de1,1,2/2/2021 0:27,2/2/2021 0:27,consumer,Email,WI
60186237c8b50e11d8454d5f,1,2/1/2021 20:19,,consumer,Email,
601ac1da591789121574dc07,1,2/3/2021 15:31,2/3/2021 15:31,consumer,Email,WI
60183e6c9a1b091205b61b49,1,2/1/2021 17:46,,consumer,Email,SC
601ac195af4b1a1205f7560f,1,2/3/2021 15:30,2/3/2021 15:34,consumer,Email,WI
601c6887969c0b11f7d0c81f,1,2/4/2021 21:35,2/4/2021 21:36,consumer,Email,WI
601c68d229c30a1227ada484,1,2/4/2021 21:36,2/4/2021 21:36,consumer,Email,WI
601c2c05969c0b11f7d0b097,1,2/4/2021 17:16,2/4/2021 17:20,consumer,Email,WI
601c2c6a29c30a1227ad93bd,1,2/4/2021 17:18,2/4/2021 17:18,consumer,Email,WI
55308179e4b0eabd8f99caa2,1,4/17/2015 3:43,5/7/2018 17:23,consumer,,WI
60217fa799409b11fcf899fe,1,2/8/2021 18:15,,consumer,Email,WI
602176c9b57b8a12187fe77e,1,2/8/2021 17:37,2/8/2021 17:37,consumer,Email,WI
602176a3b57b8a12187fe717,1,2/8/2021 17:36,2/8/2021 17:36,consumer,Email,WI
6022998599409b11fcf89c53,1,2/9/2021 14:17,2/9/2021 14:18,consumer,Email,WI
60229990b57b8a12187fe9e0,1,2/9/2021 14:17,2/9/2021 14:17,consumer,Email,WI
59c124bae4b0299e55b0f330,1,9/19/2017 14:07,2/8/2021 16:42,fetch-staff,,WI
6024399defa60112282c0ac9,1,2/10/2021 19:53,2/10/2021 19:53,consumer,Email,WI
5f2068904928021530f8fc34,1,7/28/2020 18:04,2/4/2021 15:30,fetch-staff,Email,WI
602558b1efa60114d20e5dc7,1,2/11/2021 16:17,2/11/2021 16:17,consumer,Email,WI
602538adb54593795bf692ac,1,2/11/2021 14:01,2/11/2021 14:01,consumer,Email,WI
60255883efa60114d20e5d4e,1,2/11/2021 16:17,2/11/2021 16:18,consumer,Email,WI
602558adb5459313e1e9b7ce,1,2/11/2021 16:17,2/11/2021 16:17,consumer,Email,WI
6025388fb54593795bf69234,1,2/11/2021 14:00,2/11/2021 14:00,consumer,Email,WI
5fb0a078be5fc9775c1f3945,1,11/15/2020 3:28,,consumer,Google,AL
60268c7aefa6011bb1510786,1,2/12/2021 14:11,2/12/2021 14:11,consumer,Email,WI
5a43c08fe4b014fd6b6a0612,1,12/27/2017 15:47,2/12/2021 16:22,consumer,,
60268c69efa6011bb151075f,1,2/12/2021 14:10,2/12/2021 14:12,consumer,Email,WI
5fbc35711d967d1222cbfefc,1,11/23/2020 22:19,2/26/2021 4:25,fetch-staff,Email,
5fc961c3b8cfca11a077dd33,1,12/3/2020 22:08,2/26/2021 22:39,fetch-staff,Email,NH
5fa41775898c7a11a6bcef3e,1,11/5/2020 15:17,3/4/2021 16:02,fetch-staff,Email,
5fa32b4d898c7a11a6bcebce,1,11/4/2020 22:29,3/4/2021 7:21,fetch-staff,Google,AL
5964eb07e4b03efd0c0f267b,1,7/11/2017 15:13,3/4/2021 19:07,fetch-staff,,IL
54943462e4b07e684157a532,1,12/19/2014 14:21,3/5/2021 16:52,fetch-staff,,
